id,delivery_datetime,mailing_status,alert_types,critical_topic,press_sources,social_media_sources,social_media_engagements,repercussions,stakeholders,criticality_level,title,alert_text,profiles_or_portals,urls,history,is_repercussion,previous_alerts_ids,subcategories,categories
fe1dc6ab-ed2e-4694-955e-31021fbe6f8f,2025-11-17 15:30:00.000000 UTC,EMAIL_SENT,[SOCIAL_MEDIA],[SENSITIVE_POLITICAL_CONTEXT],[],[MICRO_INFLUENCER],[INTERACTIONS_250],[],"[CLIENT_SOCIETY,POLITICAL_ACTORS_PUBLIC_AGENCIES]",LEVEL_1,"Retorno de menções sobre BB, Magnistski e do Ministro Alexandre de Morais","Hoje (17), às 08h08, o perfil Angélica Analu 🇧🇷 @vaporbarato34 publicou no X (x.com/vaporbarato34/status/1990376460893470982): ""#LeiMagnitsky @CocaCola @CocaCola_Br @picpay @FEBRABAN @CNI_br @BancodoBrasil @SecRubio @JasonMiller @SecScottBessent @RealPNavarro Pode?"". Enquanto fazia uma republicação da postagem do perfil Andre Marsiglia @marsiglia_andre que publicou no X (https://x.com/marsiglia_andre/status/1990220747466547709?s=20): ""Não surpreende Moraes palestrar em evento do Ministério Público, se age mais como acusador que como juiz"". O perfil possui 4.503 seguidores, com alcance estimado de 2.798 contas.
 
Hoje (17), às 04h30, o perfil Márcia 🇧🇷🇮🇱 @marcia_ssi publicou no X (https://x.com/marcia_ssi/status/1990321634969002197): ""Banco do Brasil, Banco do Nordeste, Caixa, BNDES e desgoverno Federal financiando um sancionado pela lei Magnitski. Putaria com dinheiro público a céu aberto. 👍🤡"". O perfil possui 39,5 mil seguidores, com alcance estimado de 117.092 contas. O tweet acumula 3.552 visualizações e 848 interações até o momento.

Hoje (17), às 01h06, o perfil Roberto Oliveira @eng_oliver publicou no X (https://x.com/eng_oliver/status/1990270194766475366): ""Há bancos brasileiros apoiando um evento em que um torturador irá palestrar. @Caixa @bndes @BancodoBrasil Além de empresas como @BYDCompany Pedimos sanções a apoiadores de torturadores. @SecRubio @StateDept @BolsonaroSP @AnaPaulaVolei"". O perfil possui 103 seguidores, com alcance estimado de 13.401 contas. O tweet acumula 1.352 visualizações e 37 interações até o momento.",[@marcia_ssi],"[https://x.com/eng_oliver/status/1990270194766475366,https://x.com/marcia_ssi/status/1990321634969002197,https://x.com/vaporbarato34/status/1990376460893470982]",,false,[],[],[]
cca9871c-6089-4a49-922a-5acad14e71ee,2025-11-17 19:30:00.000000 UTC,EMAIL_SENT,[PRESS],[CORRUPTION_MONEY_LAUNDERING],"[ONE_RELEVANT_VEHICLE,GROUP_A,BB_IMAGE_OR_VIDEO]",[],[],[EXPOSURE_TIME_ABOVE_24H],"[PRESS_JOURNALISTS,CLIENT_SOCIETY,UNIONS_EMPLOYEES]",LEVEL_1,Prisão de gerente por tentativa de desvio de R$ 50 milhões — caso envolve o BB,"Dia (14), o portal *G1* (https://g1.globo.com/go/goias/noticia/2025/11/14/gerente-bancario-e-preso-suspeito-de-tentar-desviar-quase-r-50-milhoes-da-conta-de-cliente-em-goiania.ghtml
), publicou: *“Gerente bancário é preso suspeito de tentar desviar quase R$ 50 milhões da conta de cliente em Goiânia”*. A matéria relata a prisão de um gerente que *teria usado credenciais internas para tentar realizar movimentações fraudulentas*, mas *não informa o nome do banco envolvido*.

Entretanto, hoje (17), em notícia correlata publicada pelo *O Popular* (https://opopular.com.br/cidades/gerente-de-banco-preso-ao-tentar-desviar-r-50-milh-es-de-contas-era-monitorado-na-agencia-diz-policia-1.3337862
), que está sob paywall, foi possível identificar que o *caso envolve o Banco do Brasil*. Segundo o veículo, *a instituição detectou o comportamento suspeito por meio de monitoramento interno*, colaborou com as investigações e afirmou, em nota oficial, que o processo foi iniciado após seus *sistemas identificarem indícios de fraude*.

*","[G1,O Popular]","[https://g1.globo.com/go/goias/noticia/2025/11/14/gerente-bancario-e-preso-suspeito-de-tentar-desviar-quase-r-50-milhoes-da-conta-de-cliente-em-goiania.ghtml,https://opopular.com.br/cidades/gerente-de-banco-preso-ao-tentar-desviar-r-50-milh-es-de-contas-era-monitorado-na-agencia-diz-policia-1.3337862]",,false,[],[],[]
f25b3ca8-30a3-4330-9e3b-205c52d644bc,2025-11-17 22:00:00.000000 UTC,EMAIL_SENT,[SOCIAL_MEDIA],"[RELEVANT_POLITICAL_FIGURES,SENSITIVE_POLITICAL_CONTEXT]",[],[MICRO_INFLUENCER],[INTERACTIONS_250],[],"[POLITICAL_ACTORS_PUBLIC_AGENCIES,CLIENT_SOCIETY]",LEVEL_1,"[ATUALIZAÇÃO] - Retorno de menções sobre BB, Magnitsky e do Ministro Alexandre de Moraes","Continua crescendo no Twitter o número de publicações sobre o patrocínio do Banco do Brasil ao XXVI Congresso Nacional do Ministério Público, realizado em Brasília na última semana, que contou com a participação do ministro Alexandre de Moraes como palestrante. Usuários acusam o BB — assim como outros patrocinadores — de atuar como “financiador da ditadura jurídica” no Brasil e relacionam o episódio às sanções impostas pelos Estados Unidos no âmbito da Lei Magnitsky.

Hoje (17), às 12h38, o perfil Oliver Noronha @OliverNoronha publicou no X (https://x.com/OliverNoronha/status/1990444542789599469): ""Dois bancos:  @Caixa e @BancodoBrasil, além de várias empresas (nacionais e internacionais) como @CocaCola, desconsiderando o fato de que Alexandre de Moraes é um terrorista jurídico sancionado via Lei Magnitsky. Essa porra só vai acabar quando alguém tomar uma multa multibilionária no rabo. @SecRubio e  @EmbaixadaEUA o Brasil não respeita leis, só respeitam a força. Essa merda é uma favela travestida de pais. Multem logo esses filhos da puta e seus patrocinadores."". O perfil possui 30,3 mil seguidores, com alcance estimado de 45.795 contas. O tweet acumula 3.840 visualizações e 623 interações até o momento. Na publicação seguinte as 17h24, o mesmo perfil adiciona ""Ou o @Caixa ou o @BancodoBrasil estão com a conta do Alexandre de Moraes ativa. Talvez ambos. Seja através de laranjas ou até mesmo de nome fantasia. Nenhuma instituição brasileira está respeitando a lei Magnitsky. Ainda bem que a inteligência americana já sabe! "" acumulando 196 visualizações e 35 interações.

Hoje (17), às 15:10, o perfil no X Binho Sartori @binhosartori (https://x.com/BinhoSartori77/status/1990482816400855212) publicou: ""Esses são os patrocinadores do DITADOR do Brasil Magnitsky que ainda ousa passar por cima das sanções dos EUA, anotem bem esses nomes e cancelem essas marcas, que apoiam ministros do @STF_oficial , que defendem e são sustentados pelo narcotráfico. #fimdoSTF #IntervençãoInternacional @CocaCola  @CocaCola_Br @BancodoBrasil @FEBRABAN @Caixa @picpay @BancodoNordeste @ipiranga sabesp"". O perfil possui 3.8 mil seguidores, com alcance estimado de 4.826 contas. O tweet acumula 190 visualizações e 10 interações até o momento.


*Histórico de Alertas Anteriores:*

Hoje (17), às 08h08, o perfil Angélica Analu 🇧🇷 @vaporbarato34 publicou no X (x.com/vaporbarato34/status/1990376460893470982): ""#LeiMagnitsky @CocaCola @CocaCola_Br @picpay @FEBRABAN @CNI_br @BancodoBrasil @SecRubio @JasonMiller @SecScottBessent @RealPNavarro Pode?"". Enquanto fazia uma republicação da postagem do perfil Andre Marsiglia @marsiglia_andre que publicou no X (https://x.com/marsiglia_andre/status/1990220747466547709?s=20): ""Não surpreende Moraes palestrar em evento do Ministério Público, se age mais como acusador que como juiz"". O perfil possui 4.503 seguidores, com alcance estimado de 2.798 contas. O tweet acumula 6 visualizações e 848 interações até o momento.

Hoje (17), às 04h30, o perfil Márcia 🇧🇷🇮🇱 @marcia_ssi publicou no X (https://x.com/marcia_ssi/status/1990321634969002197): ""Banco do Brasil, Banco do Nordeste, Caixa, BNDES e desgoverno Federal financiando um sancionado pela lei Magnitski. Putaria com dinheiro público a céu aberto. 👍🤡"". O perfil possui 39,5 mil seguidores, com alcance estimado de 310.892 contas. O tweet acumula 11,6 mil visualizações e 2.235 interações até o momento.

Hoje (17), às 01h06, o perfil Roberto Oliveira @eng_oliver publicou no X (https://x.com/eng_oliver/status/1990270194766475366): ""Há bancos brasileiros apoiando um evento em que um torturador irá palestrar. @Caixa @bndes @BancodoBrasil Além de empresas como @BYDCompany Pedimos sanções a apoiadores de torturadores. @SecRubio @StateDept @BolsonaroSP @AnaPaulaVolei"". O perfil possui 103 seguidores, com alcance estimado de 13.401 contas. O tweet acumula 1.352 visualizações e 37 interações até o momento.",[@OliverNoronha],"[https://x.com/BinhoSartori77/status/1990482816400855212,https://x.com/OliverNoronha/status/1990444542789599469,https://x.com/eng_oliver/status/1990270194766475366,https://x.com/marcia_ssi/status/1990321634969002197,https://x.com/vaporbarato34/status/1990376460893470982]",,true,[],[],[]
2f4cde0f-2df1-4071-8371-fc53f6ee0758,2025-11-18 17:00:00.000000 UTC,EMAIL_SENT,[PRESS],[SYSTEM_UNAVAILABILITY],"[ONE_RELEVANT_VEHICLE,THREE_RELEVANT_VEHICLES,GROUP_B,GROUP_A]",[],[],[],"[CLIENT_SOCIETY,PRESS_JOURNALISTS]",LEVEL_1,Falha global da Cloudflare causa instabilidade bancária incluindo o BB,"Hoje (18), às 11h53 o portal Terra (https://www.terra.com.br/economia/bancos-brasileiros-e-pix-enfrentam-instabilidade-de-acesso-nesta-terca-feira-entenda-o-motivo,1ca42db389f3cf06f489b5441d9921cam7k47od6.html), com aproximadamente 1 milhão de visitantes por dia e um alcance de 1.156 contas, publicou:""Bancos brasileiros e Pix enfrentam instabilidade de acesso nesta terça-feira; entenda o motivo"".


Hoje (18), às 11h27 o portal InfoMoney (https://www.infomoney.com.br/minhas-financas/bancos-brasileiros-e-pix-enfrentam-instabilidade-em-meio-a-falha-global-na-cloudflare/), com aproximadamente 437 mil visitantes por dia e um alcance de 671 contas, publicou:""Bancos brasileiros e Pix enfrentam instabilidade em meio à falha global na Cloudflares"". Bancos brasileiros registram instabilidade nesta terça-feira, 18, segundo o site Downdetector, em meio à falha global na rede da Cloudflare. Por volta das 10 horas (de Brasília), usuários relatavam dificuldade de acesso a serviços do Bradesco, Banco do Brasil, Sicoob, C6 Bank, Nubank, Caixa Econômica e Santander.


Hoje (18), às 11h23 o portal Correio Braziliense (https://www.correiobraziliense.com.br/economia/2025/11/7294886-falha-na-cloudflare-provoca-instabilidade-no-x-chatgpt-canva-e-bancos.html), com aproximadamente 592 mil visitantes por dia e um alcance de 378 contas, publicou:""Falha na Cloudflare provoca instabilidade no X, ChatGPT, Canva e bancos"".


Hoje (18), às 10h31 o portal TN ONLINE (https://tnonline.uol.com.br/noticias/economia/bancos-brasileiros-e-pix-enfrentam-instabilidade-em-meio-a-falha-global-na-rede-da-cloudflare-1042183), com aproximadamente 12 mil visitantes por dia e um alcance de 44 contas, publicou:""*Bancos brasileiros e Pix enfrentam instabilidade em meio à falha global na rede da Cloudflare *"".


Hoje (18), às 10h31 o portal Isto É (https://istoe.com.br/bancos-brasileiros-e-pix-enfrentam-instabilidade-em-meio-a-falha-global-na-rede-da-cloudflare), com aproximadamente 47 mil visitantes por dia e um alcance de 103 contas, publicou:""Bancos brasileiros e Pix enfrentam instabilidade em meio à falha global na rede da Cloudflare"".","[InfoMoney,Isto É,TN ONLINE,Correio Braziliense]","[https://istoe.com.br/bancos-brasileiros-e-pix-enfrentam-instabilidade-em-meio-a-falha-global-na-rede-da-cloudflare,https://tnonline.uol.com.br/noticias/economia/bancos-brasileiros-e-pix-enfrentam-instabilidade-em-meio-a-falha-global-na-rede-da-cloudflare-1042183,https://www.correiobraziliense.com.br/economia/2025/11/7294886-falha-na-cloudflare-provoca-instabilidade-no-x-chatgpt-canva-e-bancos.html,https://www.infomoney.com.br/minhas-financas/bancos-brasileiros-e-pix-enfrentam-instabilidade-em-meio-a-falha-global-na-cloudflare/,https://www.terra.com.br/economia/bancos-brasileiros-e-pix-enfrentam-instabilidade-de-acesso-nesta-terca-feira-entenda-o-motivo,1ca42db389f3cf06f489b5441d9921cam7k47od6.html]",,false,[],[],[]
35a26e2e-c1a9-4f5a-9cb3-5f7f6e2eccd0,2025-11-18 18:30:00.000000 UTC,EMAIL_SENT,[PRESS],[LAW_VIOLATION],"[ONE_RELEVANT_VEHICLE,BB_IMAGE_OR_VIDEO,MENTIONS_BB_IN_TITLE]",[],[],[],"[PRESS_JOURNALISTS,CLIENT_SOCIETY,POLITICAL_ACTORS_PUBLIC_AGENCIES]",LEVEL_1,Investigação do CADE referente à suposta venda casada pelo Banco do Brasil.,"Hoje (18), o portal Folha de S.Paulo (https://www1.folha.uol.com.br/colunas/painelsa/2025/11/banco-do-brasil-cita-regras-do-bc-em-processo-sobre-venda-casada-no-cade.shtml), com aproximadamente 466 mil acessos por mês, publicou: “Banco do Brasil cita regras do BC em processo sobre venda casada no Cade”. A matéria informa que o Banco do Brasil está invocando normas do Banco Central do Brasil para defender-se em inquérito do Conselho Administrativo de Defesa Econômica (CADE), que investiga uma suspeita de prática de venda casada na concessão de crédito rural.",[Folha de S.Paulo],[https://www1.folha.uol.com.br/colunas/painelsa/2025/11/banco-do-brasil-cita-regras-do-bc-em-processo-sobre-venda-casada-no-cade.shtml],,false,[],[],[]
338d62bb-9ef8-457d-a5df-fec18106fe0e,2025-11-18 19:00:00.000000 UTC,EMAIL_SENT,[PRESS],[MARKET_VARIATION],"[ONE_RELEVANT_VEHICLE,NICHE_PUBLISHER]",[],[],[],"[PRESS_JOURNALISTS,CLIENT_SOCIETY]",LEVEL_1,Queda das ações do BB em reportagem sobre impacto da liquidação do Banco Master.,"Hoje (18) às 13h52, o portal Valor Econômico (https://valor.globo.com/financas/noticia/2025/11/18/acoes-de-bancos-sofrem-desvalorizacao-sob-tensao-do-caso-master.ghtml) com cerca de 220 mil acessos por dia, publicou: “Ações de bancos sofrem desvalorização sob tensão do caso Master”. A reportagem destaca que a liquidação extrajudicial do Banco Master gerou pressão sobre o setor bancário na B3, especialmente entre instituições que ofertavam ativos do banco e têm participação no FGC. O Banco do Brasil é citado diretamente, com suas ações ordinárias caindo 1,87% por volta das 13h30, em meio ao movimento negativo que também atingiu Bradesco, Itaú e BTG Pactual.",[Valor Econômico],[https://valor.globo.com/financas/noticia/2025/11/18/acoes-de-bancos-sofrem-desvalorizacao-sob-tensao-do-caso-master.ghtml],,false,[],[],[]
1ec91e64-15f6-4977-9062-f8c8d6fae4b6,2025-11-19 15:00:00.000000 UTC,EMAIL_SENT,[PRESS],"[LABOR_ISSUES,SERVICE_LOCATION_SECURITY]","[NICHE_PUBLISHER,MENTIONS_BB_IN_TITLE,BB_IMAGE_OR_VIDEO]",[],[],[],[UNIONS_EMPLOYEES],LEVEL_1,Agência do BB registra problemas estruturais e relatos de insalubridade,"Segunda (17), às 16h37 o portal Sindicato dos Empregados em Estabelecimentos Bancários e Financiários do Município do Rio de Janeiro (https://bancariosrio.org.br/index.php/noticias/item/14915-bb-lanche-de-funcionarios-da-agencia-meier-e-atacado-por-ratos), com aproximadamente 437 mil visitantes por dia e um alcance de 671 contas, publicou:""BB: lanche de funcionários da Agência Méier é atacado por ratos"". A agência do Banco do Brasil da Praça Seca ficou temporariamente fechada para a realização de obras em suas instalações. Após a reabertura, entretanto, os funcionários foram surpreendidos pela informação de que a unidade seria “contemplada” com o encerramento do serviço de caixas.",[Sindicato dos Empregados em Estabelecimentos Bancários e Financiários do Município do Rio de Janeiro],[https://bancariosrio.org.br/index.php/noticias/item/14915-bb-lanche-de-funcionarios-da-agencia-meier-e-atacado-por-ratos],,false,[],[],[]
cd97416f-df9f-4dda-8b24-bdf5b42f8589,2025-11-19 21:00:00.000000 UTC,EMAIL_SENT,"[SOCIAL_MEDIA,PRESS]",[LAW_VIOLATION],[MENTIONS_BB_IN_TITLE],"[MICRO_INFLUENCER,MACRO_INFLUENCER]",[INTERACTIONS_250],[],[PRESS_JOURNALISTS],LEVEL_1,Procon autua Banco do Brasil e outros estabelecimentos por irregularidades em Nova Andradina.,"Hoje (19), o perfil no Instagram Jornal da Nova @jornaldanova(https://www.instagram.com/p/DRPGt3ljXJP/), publicou: ""Procon autua Lojas Americanas, duas casas lotéricas e Banco do Brasil por irregularidades em Nova Andradina -Saiba mais no link dos stores ou no site https://jornaldanova.com.br/noticia/466307/procon-autua-lojas-americanas-duas-casas-lotericas-e-banco-do-brasil-por-irregularidades-em-nova-andradina  #procon #novaandradina #cidades #jornaldanova"". O perfil possui 49,9 mil seguidores, 6.623 de alcance estimado e 268 interações até o momento.",[@jornaldanova],"[https://jornaldanova.com.br/noticia/466307/procon-autua-lojas-americanas-duas-casas-lotericas-e-banco-do-brasil-por-irregularidades-em-nova-andradina,https://www.instagram.com/p/DRPGt3ljXJP/]",,false,[],[],[]
47149e61-e427-451f-8109-b87dfc03938b,2025-11-20 11:30:00.000000 UTC,EMAIL_SENT,"[SOCIAL_MEDIA,PRESS]",[SYSTEM_UNAVAILABILITY],"[MENTIONS_BB_IN_TITLE,ONE_RELEVANT_VEHICLE,BB_IMAGE_OR_VIDEO]",[MICRO_INFLUENCER],[INTERACTIONS_250],[],"[PRESS_JOURNALISTS,CLIENT_SOCIETY]",LEVEL_1,Usuários e portais relatam instabilidade no aplicativo do Banco do Brasil,"Ontem (19), às 22h23 o portal Folha de São Paulo (https://www1.folha.uol.com.br/mercado/2025/11/aplicativo-do-banco-do-brasil-apresenta-instabilidade-com-falha-no-pix-e-no-acesso.shtml), com aproximadamente 466 mil visitantes por dia e um alcance de 1.019 contas, publicou:""Aplicativo do Banco do Brasil apresentou instabilidade, com falha no Pix e no acesso"". Ainda, Ontem (19), às 21h47, o perfil Folha de São Paulo @folha publicou no X (https://x.com/folha/status/1991307456270471447):""Aplicativo do Banco do Brasil apresenta instabilidade, com falha no Pix e no acesso"". O perfil possui 8,4 milhões de seguidores, com alcance estimado de 98.497 contas. O tweet tem 4.265 visualizações e 9 interações até o momento.


Ontem (19), às 22h48 o portal Mix vale (https://www.mixvale.com.br/2025/11/19/aplicativo-do-banco-do-brasil-passa-por-nova-instabilidade-e-tirara-o-pix-do-ar-nesta-quarta-feira/), com aproximadamente 112 mil visitantes por dia e um alcance de 176 contas, publicou:""Aplicativo do Banco do Brasil passa por nova instabilidade e tirará o Pix do ar nesta quarta-feira"".


Ontem (19), às 21h45 o portal O Tempo (https://www.otempo.com.br/tecnologia-e-games/2025/11/19/app-do-banco-do-brasil-fora-do-ar-usuarios-relatam-instabilidade-no-servico), com aproximadamente 542 mil visitantes por dia e um alcance de 462 contas, publicou:""*App do Banco do Brasil fora do ar? Usuários relatam instabilidade no serviço *"". O mesmo portal publicou na sua rede ontem (19), às 21h49, no X (https://x.com/otempo/status/1991307841341448477):""App do Banco do Brasil fora do ar? Usuários relatam instabilidade no serviço Dificuldades ao tentar fazer transações via Pix pelo smartphone foram identificadas"". O perfil possui 446,9 mil seguidores, com alcance estimado de 33.587 contas. O tweet tem 877 visualizações e 3 interações até o momento.


Ontem (19), às 21h17 o portal Jornal de Brasília (https://jornaldebrasilia.com.br/noticias/brasil/aplicativo-do-banco-do-brasil-apresenta-instabilidade-com-falha-no-pix-e-no-acesso/), com aproximadamente 48 mil visitantes por dia e um alcance de 77 contas, publicou:""Aplicativo do Banco do Brasil apresenta instabilidade, com falha no Pix e no acesso"".


Ontem (19), às 20h26 o portal Jornal do Holanda (https://www.portaldoholanda.com.br/economia/aplicativo-do-banco-do-brasil-apresenta-instabilidade-com-falha-no-pix-e-no-acesso), com aproximadamente 30 mil visitantes por dia e um alcance de 32 contas, publicou:""Aplicativo do Banco do Brasil apresenta instabilidade, com falha no Pix e no acesso"".


Ontem (19), às 20h25, o perfil Robson Leal @RobsonLeal publicou no X (https://x.com/RobsonLeal/status/1991105615754883580):""Mais uma vez… fui no mercado, na hora de pagar a conta o app do Banco do Brasil saiu do ar. 🙆🏼‍♂️"". O perfil possui 47,2 mil seguidores, com alcance estimado de 12.846 contas. O tweet tem 194 visualizações e 1 interações até o momento.


Ontem (19), às 19h10, o perfil Victor da Coorc @TheFaustop publicou no X (https://x.com/TheFaustop/status/1991267904298373384):""Eu sou muito noiado com aplicativo de banco. Eu não tava conseguindo entrar e achei que tinham bloqueado a minha conta, roubado meu dinheiro…  Joguei “banco do Brasil” na busca do Twitter e vi que não é só comigo. O app que resolveu não funcionar em véspera de feriado."". O perfil possui 428 seguidores, com alcance estimado de 15.975 contas. O tweet tem 6.435 visualizações e 163 interações até o momento.


Ontem (19), às 18h37, o perfil junhor é mayhem 🗣️@juniordinizx publicou no X (https://x.com/juniordinizx/status/1991259491673800714):""A bomba do aplicativo do Banco do Brasil cai na hora que a gente precisa fazer um pagamento."". O perfil possui 1.443 seguidores, com alcance estimado de 28.778 contas. O tweet tem 10,7 mil visualizações e 286 interações até o momento.


Ontem (19), às 18h20, o perfil Wagner💢⚖️🗞🏔🍿🎞🍻 @vava07 publicou no X (https://x.com/vava07/status/1991255365372067924):""A porra do aplicativo do banco do Brasil todo bugado, fora do ar, não mostra o saldo, não abre, nao carrega... pior app de banco possível"". O perfil possui 119 seguidores, com alcance estimado de 16.234 contas. O tweet tem 7.178 visualizações e 111 interações até o momento.",[Folha de São Paulo e outros],"[https://jornaldebrasilia.com.br/noticias/brasil/aplicativo-do-banco-do-brasil-apresenta-instabilidade-com-falha-no-pix-e-no-acesso/,https://politizabrasil.com.br/banco-do-brasil-instabilidade-aplicativo-pix/,https://www.otempo.com.br/tecnologia-e-games/2025/11/19/app-do-banco-do-brasil-fora-do-ar-usuarios-relatam-instabilidade-no-servico,https://www.portaldecamaqua.com.br/noticias/98079/servicos-do-banco-do-brasil-apresentam-instabilidade-hoje-nesta-quarta-feira-dia-19-de-novembro-de-2025.html,https://www.portaldoholanda.com.br/economia/aplicativo-do-banco-do-brasil-apresenta-instabilidade-com-falha-no-pix-e-no-acesso,https://www1.folha.uol.com.br/mercado/2025/11/aplicativo-do-banco-do-brasil-apresenta-instabilidade-com-falha-no-pix-e-no-acesso.shtml,https://x.com/RobsonLeal/status/1991105615754883580,https://x.com/folha/status/1991307456270471447,https://x.com/juniordinizx/status/1991259491673800714,https://x.com/juniordinizx/status/1991259491673800714,ttps://x.com/TheFaustop/status/1991267904298373384]",,false,[],[],[]
9ff1a0a3-9e09-4409-ac7e-229ddb284908,2025-11-21 22:00:00.000000 UTC,EMAIL_SENT,[PRESS],[CORRUPTION_MONEY_LAUNDERING],"[ONE_RELEVANT_VEHICLE,GROUP_B]",[],[],[],"[PRESS_JOURNALISTS,UNIONS_EMPLOYEES]",LEVEL_1,"Presidente da RioPrevidência, antigo executivo da Previ, é acusado de suposta corrupção quando atuava no BB","Hoje (21), o portal *O Globo*, com aproximadamente 1.259.018 visitantes por dia, publicou: (https://oglobo.globo.com/blogs/lauro-jardim/post/2025/11/o-presidente-do-rioprevidencia-e-sua-polemica-passagem-pela-previ.ghtml): *“O presidente do Rioprevidência e sua polêmica passagem pela Previ.”* A notícia destaca que o presidente da RioPrevidência, *Deivis Marcon Antunes, foi afastado da Previ (fundo de pensão do Banco do Brasil) em 2018 após auditoria apontar que ele estaria envolvido em ""recebimentos indevidos de escritórios parceiros""*. A informação sobre sua saída da diretoria jurídica da Previ surge no contexto da polêmica aplicação de R$ 2,6 bilhões da RioPrevidência no Banco Master durante sua gestão, criando um *histórico de atuação questionável que envolve indiretamente o Banco do Brasil* através de seu fundo de pensão.",[O Globo],[https://oglobo.globo.com/blogs/lauro-jardim/post/2025/11/o-presidente-do-rioprevidencia-e-sua-polemica-passagem-pela-previ.ghtml],,false,[],[],[]
f44c8f51-ad5e-44d2-a491-bca6f47a0cd9,2025-11-24 17:00:00.000000 UTC,EMAIL_SENT,[PRESS],[NEGATIVE_RESULTS],"[MENTIONS_BB_IN_TITLE,NICHE_PUBLISHER,ONE_RELEVANT_VEHICLE]",[],[],[],[PRESS_JOURNALISTS],LEVEL_1,MoneyTimes destaca queda no lucro do BB,"Hoje (24), às 08h00 o portal *MoneyTimes* (https://www.moneytimes.com.br/alerta-no-banco-do-brasil-bbas3-cautela-com-hapvida-hapv3-e-otimismo-com-axia-axia3-money-picks-grds/), com aproximadamente 114 mil visitantes por dia e um alcance de 121 contas, publicou:""*Alerta no Banco do Brasil (BBAS3), cautela com Hapvida (HAPV3) e otimismo com Axia (AXIA6); veja destaques do Money Picks*"". O momento  do Banco do Brasil (BBAS3) foi um dos destaques do Money Picks desta segunda-feira (24). No terceiro trimestre de 2025 (3T25) o banco reportou lucro líquido ajustado de R$ 3,8 bilhões, queda de 60% na comparação anual. Foi o terceiro trimestre consecutivo de retração, encerrando uma sequência de 16 períodos de crescimento.

*",[MoneyTimes],[https://www.moneytimes.com.br/alerta-no-banco-do-brasil-bbas3-cautela-com-hapvida-hapv3-e-otimismo-com-axia-axia3-money-picks-grds/],,false,[],[],[]
1a450033-1c3e-4149-a625-2971f93a8b49,2025-11-25 11:30:00.000000 UTC,EMAIL_SENT,[PRESS],[MARKET_VARIATION],"[ONE_RELEVANT_VEHICLE,GROUP_B,GROUP_A,BB_IMAGE_OR_VIDEO]",[],[],[],"[PRESS_JOURNALISTS,CLIENT_SOCIETY]",LEVEL_1,"Prejuízo do Caso Master deve ser parcialmente absorvido pelo FGC, financiado por bancos como o BB","Hoje (25), às 05h26 o portal Terra (https://www.terra.com.br/noticias/brasil/todos-vamos-pagar-um-pouco-do-prejuizo-do-caso-master-diz-economista,afe0416b4cf279edc0626557a9eea1e9um3ygnwz.html), com aproximadamente 1 milhão de visitantes por dia e um alcance de 1.156 contas, publicou: ""Todos vamos pagar um pouco do prejuízo do caso Master', diz economista"". Atualmente, *os cinco maiores bancos do Brasil — e também os principais contribuintes do FGC — são Itaú Unibanco, Banco do Brasil, Bradesco, Caixa Econômica Federal e Santander.* ""Os cinco principais bancos estão reclamando por serem contribuintes para o Fundo Garantidor, mas os verdadeiros contribuintes são os investidores"", diz Alexandre Jorge Chaia, professor nas disciplinas de gestão de riscos financeiros e produtos bancários no Insper. ""O que o banco faz: ele poderia pagar mais para o investidor. Mas ele reduz um pouquinho o retorno que o investidor tem, porque um percentual dos depósitos que você aplica é separado [para a contribuição ao FGC]"", explica Chaia.


Hoje (25), às 05h31 o portal Correio braziliense (https://www.correiobraziliense.com.br/mundo/2025/11/7299515-todos-vamos-pagar-um-pouco-do-prejuizo-do-caso-master-diz-economista.html), com aproximadamente 1 milhão de visitantes por dia e um alcance de 1.156 contas, publicou:""'Todos vamos pagar um pouco do prejuízo do caso Master', diz economista"". Reproduzindo a mesma matéria do Terra.


*",[Correio Braziliense e Terra],"[https://www.correiobraziliense.com.br/mundo/2025/11/7299515-todos-vamos-pagar-um-pouco-do-prejuizo-do-caso-master-diz-economista.html,https://www.terra.com.br/noticias/brasil/todos-vamos-pagar-um-pouco-do-prejuizo-do-caso-master-diz-economista,afe0416b4cf279edc0626557a9eea1e9um3ygnwz.html]",,false,[],[],[]
